From	To
P08579	SNRPB2
Q66K80	RUSC1-AS1
Q92622	RUBCN
Q8WXA3	RUFY2
Q96T51	RUFY1
Q7L099	RUFY3
Q6ZNE9	RUFY4
Q59EK9	RUNDC3A
Q96NL0	RUNDC3B
Q96C34	RUNDC1
Q01196	RUNX1
Q13950	RUNX2
Q13761	RUNX3
Q9UJJ7	RPUSD1
Q9BVN2	RUSC1
Q6P087	RPUSD3
Q8IZ73	RPUSD2
Q8N2Y8	RUSC2
Q96CM3	RPUSD4
Q96GQ5	RUSF1
Q9P287	BCCIP
Q9NWK9	ZNHIT6
Q9HAY6	BCO1
Q9BYV7	BCO2
O60756	BCE1
O14874	BCKDK
O95999	BCL10
P10415	BCL2
P20749	BCL3
Q4VC05	BCL7A
Q8N143	BCL6B
Q9BQE9	BCL7B
P0C6P0	NBEAP1
Q8WUZ0	BCL7C
P41182	BCL6
Q86UU0	BCL9L
A2AJT9	BCLAF3
Q9NYF8	BCLAF1
Q8N888	BCORP1
O00512	BCL9
Q5H9F3	BCORL1
Q6W2J9	BCOR
P11274	BCR
Q9Y276	BCS1L
Q8IYS8	BOD1L2
Q9Y265	RUVBL1
Q9Y230	RUVBL2
P62306	SNRPF
P62308	SNRPG
Q9UIY3	RWDD2A
P57060	RWDD2B
Q9Y3V2	RWDD3
Q6NW29	RWDD4
Q9HBX9	RXFP1
Q8WXD0	RXFP2
Q9Y2B1	RXYLT1
P28702	RXRB
P48443	RXRG
Q9Y2V3	RAX
P34925	RYK
P21817	RYR1
Q92736	RYR2
Q15413	RYR3
P25815	S100P
Q8WXG8	S100Z
P29034	S100A2
P33764	S100A3
P33763	S100A5
P06702	S100A9
P60903	S100A10
P31949	S100A11
Q99584	S100A13
Q96FQ6	S100A16
Q8N1F8	STK11IP
Q13621	SLC12A1
P55011	SLC12A2
P55017	SLC12A3
Q9UP95	SLC12A4
Q9H2X9	SLC12A5
Q9UHW9	SLC12A6
A0AV02	SLC12A8
Q9BXP2	SLC12A9
Q9BZW2	SLC13A1
Q13183	SLC13A2
Q8WWT9	SLC13A3
Q9UKG4	SLC13A4
Q92503	SEC14L1
Q9UDX3	SEC14L4
O43304	SEC14L5
Q16348	SLC15A2
Q8IY34	SLC15A3
Q8N697	SLC15A4
A6NIM6	SLC15A5
Q9Y2C5	SLC17A4
Q9NRA2	SLC17A5
Q9BYT1	SLC17A9
Q9UHA2	SS18L2
Q6NT16	SLC18B1
P41440	SLC19A1
O60779	SLC19A2
Q9BZV2	SLC19A3
Q96BU1	S100PBP
O95977	S1PR4
Q9H228	S1PR5
Q8WUM9	SLC20A1
Q08357	SLC20A2
O15245	SLC22A1
O15244	SLC22A2
O75751	SLC22A3
Q9H015	SLC22A4
O76082	SLC22A5
Q4U2R8	SLC22A6
Q9Y694	SLC22A7
Q8TCC7	SLC22A8
Q8IVM8	SLC22A9
Q9NSA0	SLC22A11
Q96S37	SLC22A12
Q9Y226	SLC22A13
Q9Y267	SLC22A14
Q8IZD6	SLC22A15
Q86VW1	SLC22A16
Q8WUG5	SLC22A17
Q96BI1	SLC22A18
A6NK97	SLC22A20P
A1A5C7	SLC22A23
Q8N4F4	SLC22A24
Q6T423	SLC22A25
A6NKX4	SLC22A31
Q9UHI7	SLC23A1
Q9UGH3	SLC23A2
Q6PIS1	SLC23A3
Q9Y6Y8	SEC23IP
Q9BSK2	SLC25A33
Q96CQ1	SLC25A36
Q96DW6	SLC25A38
Q9BZJ4	SLC25A39
Q8TBP6	SLC25A40
Q8N5S1	SLC25A41
Q86VD7	SLC25A42
Q8WUT9	SLC25A43
Q96H78	SLC25A44
Q96AG3	SLC25A46
Q6Q0C1	SLC25A47
Q6ZT89	SLC25A48
Q9H1U9	SLC25A51
Q3SY17	SLC25A52
Q5H9E4	SLC25A53
Q8NG04	SLC26A10P
Q86WA9	SLC26A11
Q9H2B4	SLC26A1
P50443	SLC26A2
P40879	SLC26A3
O43511	SLC26A4
Q8TE54	SLC26A7
Q9BXS9	SLC26A6
Q96RN1	SLC26A8
Q7LBE3	SLC26A9
O14975	SLC27A2
Q5K4L6	SLC27A3
Q9Y2P4	SLC27A6
O00337	SLC28A1
O43868	SLC28A2
Q9HAS3	SLC28A3
Q99808	SLC29A1
Q14542	SLC29A2
Q9BZD2	SLC29A3
Q7RTT9	SLC29A4
Q8IUI4	SNX29P2
Q9NR83	SLC2A4RG
Q9UHR5	SAP30BP
Q5TZJ5	SPATA31A1
Q5VYP0	SPATA31A3
Q5VU36	SPATA31A5
Q5VVP1	SPATA31A6
Q8IWB4	SPATA31A7
P0C874	SPATA31D3
Q6ZUB0	SPATA31D4
B4DYI2	SPATA31C2
P0CK96	SLC35E2B
Q6ZQQ2	SPATA31D1
P78382	SLC35A1
P0DKV0	SPATA31C1
P78381	SLC35A2
Q6ZUB1	SPATA31E1
Q9Y2D2	SLC35A3
Q96G79	SLC35A4
Q9BS91	SLC35A5
P78383	SLC35B1
Q8TB61	SLC35B2
Q9H1N7	SLC35B3
Q969S0	SLC35B4
Q9NQQ7	SLC35C2
Q76EJ3	SLC35D2
Q9NTN3	SLC35D1
Q5M8T2	SLC35D3
P0CK97	SLC35E2A
Q96K37	SLC35E1
Q7Z769	SLC35E3
Q6ICL7	SLC35E4
Q5T1Q4	SLC35F1
Q8IXU6	SLC35F2
Q8IY50	SLC35F3
A4IF30	SLC35F4
Q8WV83	SLC35F5
Q8N357	SLC35F6
Q2M3R5	SLC35G1
Q8TBE7	SLC35G2
Q8N808	SLC35G3
P0C7Q5	SLC35G4
Q96KT7	SLC35G5
L0R6Q1	SLC35A4
P0C7Q6	SLC35G6
Q7Z2H8	SLC36A1
Q495M3	SLC36A2
Q495N2	SLC36A3
Q6YBV0	SLC36A4
Q9H2H9	SLC38A1
Q96QD8	SLC38A2
Q99624	SLC38A3
Q969I6	SLC38A4
Q8WUX1	SLC38A5
Q8IZM9	SLC38A6
Q9NVC3	SLC38A7
A6NNN8	SLC38A8
Q8NBW4	SLC38A9
Q9HBR0	SLC38A10
Q08AI6	SLC38A11
Q9NY26	SLC39A1
Q9NP94	SLC39A2
Q9BRY0	SLC39A3
Q6P5W5	SLC39A4
Q6ZMH5	SLC39A5
Q13433	SLC39A6
Q9C0K1	SLC39A8
Q92504	SLC39A7
Q9NUM3	SLC39A9
Q9ULF5	SLC39A10
Q8N1S5	SLC39A11
Q504Y0	SLC39A12
Q96H72	SLC39A13
Q15043	SLC39A14
Q8TE82	SH3TC1
Q8TF17	SH3TC2
Q8IVJ1	SLC41A1
Q96JW4	SLC41A2
Q96GZ6	SLC41A3
Q8NBI5	SLC43A3
Q9UMX9	SLC45A2
Q9Y2W3	SLC45A1
Q96JT2	SLC45A3
Q5BKX6	SLC45A4
Q7Z3Q1	SLC46A3
Q96FL8	SLC47A1
Q86VL8	SLC47A2
Q6UXD7	SLC49A3
Q6U841	SLC4A10
Q8NBS3	SLC4A11
Q9Y6R1	SLC4A4
Q9BY07	SLC4A5
Q9Y6M7	SLC4A7
Q9NWF4	SLC52A1
Q9HAB3	SLC52A2
Q2Y0W8	SLC4A8
Q9NQ40	SLC52A3
Q9H9S3	SEC61A2
Q8N2U9	SLC66A2
A1A4F0	SLC66A1L
P48066	SLC6A11
P48065	SLC6A12
Q9NSD5	SLC6A13
Q9UN76	SLC6A14
Q9H2J7	SLC6A15
Q9GZN6	SLC6A16
Q9H1V8	SLC6A17
Q96N87	SLC6A18
Q9NP91	SLC6A20
Q8N1H7	SIX6OS1
Q8TBB6	SLC7A14
Q96CW6	SLC7A6OS
P0DJI8	SAA1
P0DJI9	SAA2
P35542	SAA4
Q96ER3	SAAL1
A6NKF1	SAC3D1
Q9Y2H2	INPP5F
Q9HBV2	SPACA1
Q8IXA5	SPACA3
Q8TDM5	SPACA4
W5XKT8	SPACA6
Q96E40	SPACA9
Q9UBT2	UBA2
Q9NZJ4	SACS
Q15424	SAFB
Q14151	SAFB2
Q9NXZ1	SAGE1
O43865	AHCYL1
Q96HN2	AHCYL2
Q9Y467	SALL2
Q9BXA9	SALL3
Q9NSC2	SALL1
Q9UJQ4	SALL4
Q9BYL1	SAMD10
Q8N8I0	SAMD12
Q5VXD3	SAMD13
Q96NU1	SAMD11
Q8IZD0	SAMD14
Q9P1V8	SAMD15
Q9Y512	SAMM50
Q8IVG5	SAMD9L
Q6SPF0	SAMD1
Q5TGI4	SAMD5
Q8N6K7	SAMD3
Q96LT4	SAMD8
Q7Z3H4	SAMD7
Q5K651	SAMD9
Q9Y3Z3	SAMHD1
Q9NSI8	SAMSN1
P02743	APCS
Q1RMZ1	BMT2
O00422	SAP18
Q8TEE9	SAP25
O75446	SAP30
P17900	GM2A
Q5SSQ6	SAPCD1
Q86UD0	SAPCD2
Q6NUJ1	PSAPL1
P07602	PSAP
Q96BY9	SARAF
Q9UL12	SARDH
Q9BW04	SARG
Q6SZW1	SARM1
P82979	SARNP
Q15020	SART3
Q9NQZ2	UTP3
Q6UVJ0	SASS6
O75995	SASH3
O94885	SASH1
P21673	SAT1
Q96F10	SAT2
Q01826	SATB1
Q9UPW6	SATB2
Q86VE3	SATL1
Q9H4B6	SAV1
Q658L1	SAXO2
Q8IYX7	SAXO1
Q52WX2	SBK1
P0C263	SBK2
P0C264	SBK3
A3KN83	SBNO1
Q9Y2G9	SBNO2
Q93073	SECISBP2L
Q6UWP8	SBSN
Q8IVN8	SBSPON
P0C7V7	SEC11B
O15027	SEC16A
Q96JE7	SEC16B
Q96IW7	SEC22A
O75396	SEC22B
Q9BRL7	SEC22C
Q15436	SEC23A
Q15437	SEC23B
Q02338	BDH1
P23560	BDNF
A6H8Y1	BDP1
Q3B7T3	BEAN1
A8MW95	BECN2
Q9BUH8	BEGAIN
Q6ZU67	BEND4
Q5T5X7	BEND3
Q7L4P6	BEND5
Q5SZJ8	BEND6
Q8N7W2	BEND7
Q8NDZ0	BEND2
O76090	BEST1
Q8NFU1	BEST2
Q8NFU0	BEST4
Q8N1M1	BEST3
Q9NYM9	BET1L
O15155	BET1
O95486	SEC24A
O95487	SEC24B
O94855	SEC24D
P53992	SEC24C
O94979	SEC31A
Q9NQW1	SEC31B
P13866	SLC5A1
P53794	SLC5A3
Q9NY91	SLC5A4
Q92911	SLC5A5
Q9Y289	SLC5A6
Q9GZV3	SLC5A7
Q8N695	SLC5A8
Q2M3M2	SLC5A9
A0PJK1	SLC5A10
Q8WWX8	SLC5A11
Q1EHB4	SLC5A12
O75845	SC5D
P60059	SEC61G
Q92791	P3H4
P23975	SLC6A2
Q01959	SLC6A3
P30531	SLC6A1
P31645	SLC6A4
Q9Y345	SLC6A5
P31641	SLC6A6
Q99884	SLC6A7
P48029	SLC6A8
P48067	SLC6A9
O95104	SCAF4
Q9UPN6	SCAF8
Q99590	SCAF11
Q8N9R8	SCAI
O15126	SCAMP1
O15127	SCAMP2
O14828	SCAMP3
Q969E2	SCAMP4
Q8TAC9	SCAMP5
Q9BY12	SCAPER
Q12770	SCAP
Q6AZY7	SCARA3
Q6ZMJ2	SCARA5
Q9BR46	SCP2D1-AS1
Q9Y6X3	MAU2
Q86SK9	SCD5
O00767	SCD
O95171	SCEL
Q8WVM8	SCFD1
P21583	KITLG
P05060	CHGB
P13521	SCG2
A0A286YEY9	SCYGR1
A0A286YFB4	SCYGR2
Q8WXD2	SCG3
A0A286YF60	SCYGR3
A0A286YEV6	SCYGR4
A0A286YF46	SCYGR5
A0A286YF77	SCYGR6
A0A286YF01	SCYGR7
A0A286YFG1	SCYGR8
A0A286YEX9	SCYGR10
P0DSO2	SCYGR9
P0DPB3	SCHIP1
Q6UWF3	SCIMP
Q96NL6	SCLT1
Q96I15	SCLY
Q6KCM7	SLC25A25
Q9BV35	SLC25A23
Q96GD3	SCMH1
Q9UN30	SCML1
Q8N228	SCML4
Q9UQR0	SCML2
O60939	SCN2B
Q9NY72	SCN3B
Q8IWT1	SCN4B
P35499	SCN4A
Q14524	SCN5A
Q9UQD0	SCN8A
Q15858	SCN9A
Q9Y5Y9	SCN10A
Q9UI33	SCN11A
P57086	SCAND1
Q9GZW5	SCAND2P
Q6R2W3	ZBED9
Q9BWG6	SCNM1
P37088	SCNN1A
P51168	SCNN1B
P51172	SCNN1D
P51170	SCNN1G
O75880	SCO1
O43819	SCO2
Q9UIL1	SCOC
P55809	OXCT1
Q9BYC2	OXCT2
Q9UJQ7	SCP2D1
P22307	SCP2
Q8WTV0	SCARB1
Q14108	SCARB2
O75711	SCRG1
Q14160	SCRIB
Q9BWW7	SCRT1
Q9NQ03	SCRT2
Q8WVN6	SECTM1
P47872	SCTR
Q8IWY4	SCUBE1
Q9NQ36	SCUBE2
Q8IX30	SCUBE3
Q7RTU7	SCX
Q96KG9	SCYL1
Q6P3W7	SCYL2
Q9NVU7	SDAD1
P18827	SDC1
P34741	SDC2
O75056	SDC3
P31431	SDC4
O00560	SDCBP
Q9H190	SDCBP2
Q86SQ7	SDCCAG8
Q6IQ49	SDE2
P48061	CXCL12
Q9HCN8	SDF2L1
Q99470	SDF2
P31040	SDHA
P21912	SDHB
A6NFY7	SDHAF1
Q9NX18	SDHAF2
Q9NRP4	SDHAF3
Q5VUM1	SDHAF4
P20132	SDS
Q6ZPB5	SDIM1
Q58EX2	SDK2
Q7Z5N4	SDK1
Q9H7L9	SUDS3
Q9UBV2	SEL1L
Q5TEA6	SEL1L2
Q68CR1	SEL1L3
Q9BYH1	SEZ6L
Q5TG53	SERTAD4-AS1
Q6UXD5	SEZ6L2
Q9HB31	SEBOX
Q96T21	SECISBP2
P55735	SEC13
Q12981	BNIP1
Q99442	SEC62
Q9UGP8	SEC63
P09683	SCT
O76038	SCGN
Q96EE3	SEH1L
P57772	EEFSEC
Q9Y6D0	SELENOK
Q14242	SELPLG
Q9BQE4	SELENOS
Q9HBH7	BEX1
Q9BXY8	BEX2
Q00994	BEX3
Q9NWD9	BEX4
Q5H9J7	BEX5
Q9NZS9	BFAR
Q12934	BFSP1
Q13515	BFSP2
P16278	GLB1
P16442	ABO
Q6ZT62	BARGIN
P60896	SEM1
Q13214	SEMA3B
Q14563	SEMA3A
Q99985	SEMA3C
O95025	SEMA3D
Q13275	SEMA3F
O15041	SEMA3E
Q9NS98	SEMA3G
Q9H3S1	SEMA4A
Q9NPR2	SEMA4B
Q9C0C4	SEMA4C
Q92854	SEMA4D
O95754	SEMA4F
Q13591	SEMA5A
Q9NTN9	SEMA4G
Q9H2E6	SEMA6A
Q9P283	SEMA5B
Q9H3T3	SEMA6B
Q9H3T2	SEMA6C
Q8NFY4	SEMA6D
O75326	SEMA7A
P04279	SEMG1
Q02383	SEMG2
Q6ZVN7	SEM1
Q8WW01	TSEN15
Q8NCE0	TSEN2
Q9BSV6	TSEN34
Q7Z6J9	TSEN54
Q9P0U3	SENP1
Q9HC62	SENP2
Q9H4L4	SENP3
Q96HI0	SENP5
Q9GZR1	SENP6
Q9BQF6	SENP7
Q9P0V9	SEPTIN10
Q9NVA2	SEPTIN11
Q8IYM1	SEPTIN12
Q6ZU15	SEPTIN14
Q12884	FAP
Q15019	SEPTIN2
Q9UH03	SEPTIN3
O43236	SEPTIN4
Q99719	SEPTIN5
Q14141	SEPTIN6
Q16181	SEPTIN7
Q92599	SEPTIN8
Q9UHD8	SEPTIN9
Q9NRX5	SERINC1
Q96SA4	SERINC2
Q13530	SERINC3
A6NH21	SERINC4
Q86VE9	SERINC5
O75920	SERF1A
O75920	SERF1B
P84101	SERF2
Q9NQF3	SERHL
Q9Y6X1	SERP1
Q8N6R1	SERP2
A8MV23	SERPINE3
P50454	SERPINH1
Q86VW0	SESTD1
Q9Y6P5	SESN1
P58004	SESN2
Q8N4B1	PHETA1
P58005	SESN3
Q6ICB4	PHETA2
O15047	SETD1A
Q9UPS6	SETD1B
Q15047	SETDB1
Q96T68	SETDB2
Q9Y6X0	SETBP1
Q86TU7	SETD3
Q9NVD3	SETD4
Q9BYW2	SETD2
Q9C0A6	SETD5
Q8TBK2	SETD6
Q8WTS6	SETD7
Q8NE22	SETD9
P0DME0	SETSIP
Q53H47	SETMAR
Q01105	SET
Q7Z333	SETX
Q53EL9	SEZ6
Q15637	SF1
Q15459	SF3A1
Q15428	SF3A2
Q12874	SF3A3
Q13435	SF3B2
Q9BWJ5	SF3B5
A8K8P3	SFI1
Q8IWL1	SFTPA2
P23246	SFPQ
Q86XK3	SFR1
Q9H7N4	SCAF1
Q8N474	SFRP1
Q96HF1	SFRP2
Q92765	FRZB
Q6FHJ7	SFRP4
Q5T4F7	SFRP5
Q8WV19	SFT2D1
O95562	SFT2D2
Q587I9	SFT2D3
Q12872	SFSWAP
Q6UW10	SFTA2
Q8IWL2	SFTPA1
P0C7M3	SFTA3
P35247	SFTPD
Q6P4A7	SFXN4
Q8TD22	SFXN5
Q6PDA7	SPAG11A
Q08648	SPAG11B
Q9H5K3	POMK
O95968	SCGB1D1
O95969	SCGB1D2
Q6XE38	SCGB1D4
O75556	SCGB2A1
Q13296	SCGB2A2
Q96QR1	SCGB3A1
Q96PL1	SCGB3A2
Q16586	SGCA
Q16585	SGCB
Q92629	SGCD
O43556	SGCE
Q13326	SGCG
Q96LD1	SGCZ
A6NJ88	SAGE2P
Q9BQI5	SGIP1
O00141	SGK1
Q9HBY8	SGK2
Q96BR1	SGK3
Q99720	SIGMAR1
Q5BJF2	TMEM97
Q5FBB7	SGO1
O95470	SGPL1
Q562F6	SGO2
Q9BX95	SGPP1
Q8IWX5	SGPP2
Q2NKQ1	SGSM1
Q96HU1	SGSM3
O43147	SGSM2
Q9Y2Z0	SUGT1
O43765	SGTA
Q96EQ0	SGTB
O14796	SH2D1B
Q9NP31	SH2D2A
Q9H788	SH2D4A
Q9BRG2	SH2D3A
Q5SQS7	SH2D4B
Q9NRF2	SH2B1
O14492	SH2B2
Q9UQQ2	SH2B3
Q6ZV89	SH2D5
Q8N5H7	SH2D3C
Q7Z4S9	SH2D6
A6NKC9	SH2D7
A4FU49	SH3D21
Q5HYK7	SH3D19
Q9P0V3	SH3BP4
P55822	SH3BGR
Q99961	SH3GL1
Q99962	SH3GL2
Q99963	SH3GL3
Q96B97	SH3KBP1
Q9UJC5	SH3BGRL2
Q7Z6J0	SH3RF1
Q8TEC5	SH3RF2
Q96HL8	SH3YL1
Q8TEJ3	SH3RF3
Q9Y566	SHANK1
Q9UPX8	SHANK2
Q9BTD1	SHANK2-AS3
Q9BYB0	SHANK3
P04278	SHBG
Q15464	SHB
P29353	SHC1
P98077	SHC2
Q92529	SHC3
Q6S5L8	SHC4
Q9NP50	SINHCAF
Q8NEM2	SHCBP1
Q96IW2	SHD
Q5VZ18	SHE
Q9NUL5	SHFL
Q7M4L6	SHF
Q15465	SHH
Q92835	INPP5D
O15357	INPPL1
Q8TBC3	SHKBP1
Q6UWV7	SHISAL2A
A6NKW6	SHISAL2B
Q9Y371	SH3GLB1
Q9NR46	SH3GLB2
Q8IYI0	SHLD1
Q6ZNX1	SHLD3
Q86V20	SHLD2
Q5VXU9	SHOC1
Q9UQ13	SHOC2
A0MZ66	SHTN1
O60902	SHOX2
O15266	SHOX
Q9BZQ2	SHCBP1L
P78324	SIRPA
Q149N8	SHPRH
Q6PI26	SHQ1
Q2M3G4	SHROOM1
Q13796	SHROOM2
Q8TF72	SHROOM3
Q9H0F6	SHARPIN
Q9ULL8	SHROOM4
Q6UWI4	SHISA2
A0PJX4	SHISA3
Q96DD7	SHISA4
Q8N114	SHISA5
Q6ZSJ9	SHISA6
A6NL88	SHISA7
B8ZZ34	SHISA8
B4DS77	SHISA9
Q3SXP7	SHISAL1
P58511	SMIM11
O43166	SIPA1L1
Q9P2F8	SIPA1L2
Q9Y274	ST3GAL6
Q11201	ST3GAL1
O60292	SIPA1L3
Q16842	ST3GAL2
Q11206	ST3GAL4
Q9NSC7	ST6GALNAC1
Q8NDV1	ST6GALNAC3
Q9H4F1	ST6GALNAC4
Q9BVH7	ST6GALNAC5
Q969X2	ST6GALNAC6
Q92185	ST8SIA1
Q92186	ST8SIA2
O43173	ST8SIA3
Q92187	ST8SIA4
O15466	ST8SIA5
P61647	ST8SIA6
Q9HAT2	SIAE
Q8IUQ4	SIAH1
O43255	SIAH2
Q8IW03	SIAH3
P15907	ST6GAL1
Q96JF0	ST6GAL2
Q11203	ST3GAL3
Q9UNP4	ST3GAL5
Q9NXL6	SIDT1
Q8NBJ9	SIDT2
Q96LC7	SIGLEC10
Q96RL6	SIGLEC11
Q96PQ1	SIGLEC12
Q6ZMC9	SIGLEC15
Q08ET2	SIGLEC14
A6NMB1	SIGLEC16
Q6IA17	SIGIRR
Q8N7X8	SIGLECL1
O43699	SIGLEC6
O15389	SIGLEC5
Q9Y286	SIGLEC7
Q9NYZ4	SIGLEC8
Q9Y336	SIGLEC9
A0A0B4J2F2	SIK1B
P57059	SIK1
Q9H0K1	SIK2
Q9BRV8	SIKE1
Q9Y2K2	SIK3
Q9H173	SIL1
P0DMW4	SMIM10L2A
P0DMW5	SMIM10L2B
Q96HG1	SMIM10
Q96EX1	SMIM12
P0DJ93	SMIM13
Q96QK8	SMIM14
Q7Z3B0	SMIM15
A6NCI5	LINC00862
P0DKX4	SMIM18
P0DL12	SMIM17
P81133	SIM1
Q8N5G0	SMIM20
K7EJ46	SMIM22
A6NLE4	SMIM23
A0A1B0GUW7	SMIM27
A0A096LP01	SMIM26
O75264	SMIM24
Q86T20	SMIM29
A0A1B0GU29	SMIM28
A4D0T7	SMIM30
A0A1B0GVY4	SMIM31
Q14190	SIM2
A0A1B0GUA5	SMIM32
A0A1B0GW64	SMIM33
A0A1B0GVV1	SMIM35
A0A1B0GVT2	SMIM36
A0A286YFK9	SMIM38
A0A1B0GW54	SMIM39
Q5STR5	SMIM40
A0A5F9ZH02	SMIM42
A0A2R8YCJ5	SMIM41
Q4W5P6	SMIM43
P0DMW3	SMIM10L1
Q8NDZ2	SIMC1
Q9BPZ7	MAPKAP1
O75182	SIN3B
Q96ST3	SIN3A
Q96FS4	SIPA1
Q96EB6	SIRT1
Q8IXJ6	SIRT2
Q9NTG7	SIRT3
Q9Y6E7	SIRT4
Q9NXA8	SIRT5
Q9NRC8	SIRT7
O00241	SIRPB1
Q5JXA9	SIRPB2
Q5TFQ8	SIRPB1
Q9H106	SIRPD
Q9P1W8	SIRPG
Q9Y3P8	SIT1
O15304	SIVA1
Q15475	SIX1
Q9NPC8	SIX2
O95343	SIX3
Q9UIU6	SIX4
Q8N196	SIX5
O95475	SIX6
Q96BD8	SKA1
Q8WVK7	SKA2
Q8IX90	SKA3
Q86WV1	SKAP1
O75563	SKAP2
Q9Y448	KNSTRN
Q1XH10	SKIDA1
P12757	SKIL
Q15477	SKIC2
P12755	SKI
P84550	SKOR1
Q2VWA4	SKOR2
P63208	SKP1
Q13309	SKP2
Q5T5P2	KIAA1217
P30825	SLC7A1
P19634	SLC9A1
Q9UBY0	SLC9A2
P48764	SLC9A3
Q6AI14	SLC9A4
Q14940	SLC9A5
Q92581	SLC9A6
Q96T83	SLC9A7
Q9Y2E8	SLC9A8
Q8IVB4	SLC9A9
Q4ZJI4	SLC9B1
Q86UD5	SLC9B2
A6NJY1	SLC9B1P1
Q4G0N8	SLC9C1
Q5TAH2	SLC9C2
Q13291	SLAMF1
Q9UIB8	CD84
Q96DU3	SLAMF6
Q9NQ25	SLAMF7
Q9P0V8	SLAMF8
Q96A28	SLAMF9
Q8ND83	SLAIN1
Q9P270	SLAIN2
Q13239	SLA
Q9H6Q3	SLA2
Q14493	SLBP
Q07837	SLC3A1
Q9BQI6	SLF1
Q8IX21	SLF2
P01286	GHRH
Q96PX8	SLITRK1
Q9H156	SLITRK2
O94933	SLITRK3
Q8IW52	SLITRK4
O94991	SLITRK5
Q9H5Y7	SLITRK6
Q68CJ6	NUGGC
Q9GZT3	SLIRP
O75093	SLIT1
O94813	SLIT2
O75094	SLIT3
Q9H2G2	SLK
Q14BN4	SLMAP
Q7Z7L1	SLFN11
Q68D06	SLFN13
P0C7P3	SLFN14
Q8IYM2	SLFN12
Q499Z3	SLFNL1
P03973	SLPI
Q9NWH9	SLTM
O95391	SLU7
P55000	SLURP1
P0DP57	SLURP2
Q9BQ83	SLX1A
Q9BQ83	SLX1B
Q5VYV7	SLX4IP
Q8IY92	SLX4
P08236	GUSB
Q6P575	GUSBP11
Q7RTU4	BHLHA9
Q7RTS1	BHLHA15
Q8NFJ8	BHLHE22
Q8NDY6	BHLHE23
O14503	BHLHE40
Q9C0J9	BHLHE41
Q6PI77	GPRASP3
Q93088	BHMT
Q9H2M3	BHMT2
P55061	TMBIM6
Q9UHR4	BAIAP2L1
Q6UXY1	BAIAP2L2
Q9H694	BICC1
Q96G01	BICD1
Q8TD16	BICD2
Q6ZP65	BICDL1
A1A5D9	BICDL2
Q6AI39	BICRAL
Q9NZM4	BICRA
Q9Y6D6	ARFGEF1
Q9Y6D5	ARFGEF2
Q5TH69	ARFGEF3
Q13323	BIK
O00499	BIN1
Q9UBW5	BIN2
A8MWV9	SMIM34
Q9Y6J3	SMAD5-AS1
Q15797	SMAD1
P84022	SMAD3
Q13485	SMAD4
Q99717	SMAD5
O15105	SMAD7
O15198	SMAD9
O43541	SMAD6
Q9UPU9	SAMD4A
Q0VAQ4	SMAGP
Q5PRF9	SAMD4B
Q9BSF0	C2orf88
Q8IYB5	SMAP1
Q9NZC9	SMARCAL1
Q8WU79	SMAP2
O00193	SMAP
P38935	IGHMBP2
Q9UHJ3	SFMBT1
Q5VUG0	SFMBT2
Q8NDV3	SMC1B
Q14683	SMC1A
O95347	SMC2
Q9UQE7	SMC3
Q9NTJ3	SMC4
Q8IY18	SMC5
Q96SB8	SMC6
P28370	SMARCA1
P51531	SMARCA2
Q969G3	SMARCE1
Q147U7	SMCO1
O60264	SMARCA5
A6NFE2	SMCO2
P51532	SMARCA4
Q9NRQ5	SMCO4
Q8TEV8	SMCR5
Q8TEV9	SMCR8
Q9NPB0	SAYSD1
Q9UPR3	SMG5
Q96Q15	SMG1
Q92540	SMG7
Q8ND04	SMG8
Q9H0W8	SMG9
Q96E16	SMIM19
Q3B7S5	SMIM21
A6NHR9	SMCHD1
B2RUZ4	SMIM1
Q9BVW6	SMIM2
Q8WVI0	SMIM4
Q9BZL3	SMIM3
Q71RC9	SMIM5
P0DI80	SMIM6
Q9BQ49	SMIM7
Q96KF7	SMIM8
A6NGZ8	SMIM9
H3BMG3	SMKR1
H3BR10	SMLR1
Q16637	SMN1
Q16637	SMN2
Q9H4F8	SMOC1
Q9H3U7	SMOC2
Q9NWM0	SMOX
Q99835	SMO
Q9UHP9	SMPX
Q99954	SMR3A
P02814	SMR3B
Q92922	SMARCC1
Q9H4L7	SMARCAD1
Q96GM5	SMARCD1
Q8TAQ2	SMARCC2
Q92925	SMARCD2
Q6STE5	SMARCD3
Q8NCR6	SMRP1
Q86VZ5	SGMS1
Q8NHU3	SGMS2
P61278	SST
A8MU46	SMTNL1
Q2TAL5	SMTNL2
P53814	SMTN
Q9HCE7	SMURF1
Q53HV7	SMUG1
Q9HAU4	SMURF2
Q8IYR2	SMYD4
Q6GMV2	SMYD5
Q6IEE8	SLFN12L
Q99747	NAPG
O43623	SNAI2
Q3KNW1	SNAI3
O95295	SNAPIN
Q16613	AANAT
Q9Y6H5	SNCAIP
Q7KZF4	SND1
Q8TER0	SNED1
Q12824	SMARCB1
Q96H20	SNF8
O43759	SYNGR1
O43760	SYNGR2
O95473	SYNGR4
Q9BXW3	SNHG12
O43761	SYNGR3
P0DPA3	SNHG28
Q9HBX3	SND1-IT1
Q8TAD8	SNIP1
Q6UX34	SNORC
O00161	SNAP23
P60880	SNAP25
O95721	SNAP29
Q5SQN1	SNAP47
Q16533	SNAPC1
Q13487	SNAPC2
Q92966	SNAPC3
O75971	SNAPC5
